reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.01,5
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.025,7
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.05,8
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.1,10
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.15,11
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.2,12
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.25,13
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.3,14
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.35,15
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.4,16
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.45,17
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.5,17
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.55,18
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.6,19
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.65,20
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.7,21
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.75,22
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.8,23
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.85,25
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.9,27
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.95,31
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.975,34
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.99,48
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.01,4
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.025,5
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.05,7
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.1,8
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.15,10
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.2,11
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.25,12
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.3,12
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.35,13
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.4,14
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.45,15
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.5,16
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.55,17
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.6,18
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.65,19
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.7,20
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.75,21
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.8,23
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.85,25
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.9,27
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.95,32
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.975,37
2026-05-09,wk inc flu hosp,1,2026-05-16,01,quantile,0.99,50
2026-05-09,wk inc flu hosp,2,2026-05-23,01,quantile,0.01,4
2026-05-09,wk inc flu hosp,2,2026-05-23,01,quantile,0.025,5
2026-05-09,wk inc flu hosp,2,2026-05-23,01,quantile,0.05,6
2026-05-09,wk inc flu hosp,2,2026-05-23,01,quantile,0.1,8
