"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.01",3.19107251581014
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.025",4.82621179901298
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.05",6.74730202171943
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.1",8.85680152788695
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.15",10.493631435827
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.2",11.9303870267881
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.25",13.029136259994
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.3",14.2286466806006
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.35",15.5463484718673
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.4",16.7531389617142
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.45",17.8146033531199
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.5",18.5893944854306
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.55",19.5995563855398
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.6",20.593517487616
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.65",21.6825467018567
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.7",22.905595713716
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.75",24.5654089998347
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.8",26.2391368367142
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.85",28.30053271973
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.9",31.003298092803
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.95",34.7841196938802
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.975",38.7581460032976
"01",0,2026-04-25,2026-04-25,"wk inc flu hosp","quantile","0.99",45.5319369451195
"01",1,2026-05-02,2026-04-25,"wk inc flu hosp","quantile","0.01",2.40177271917693
"01",1,2026-05-02,2026-04-25,"wk inc flu hosp","quantile","0.025",3.49514898379561
"01",1,2026-05-02,2026-04-25,"wk inc flu hosp","quantile","0.05",4.25814598720416
"01",1,2026-05-02,2026-04-25,"wk inc flu hosp","quantile","0.1",4.93164326566193
"01",1,2026-05-02,2026-04-25,"wk inc flu hosp","quantile","0.15",6.85707940780442
